event_timestamp,event_date,order_id,client_id
2020-07-18 17:39:00.309860,2020-07-18,2936722,15810924
2020-07-19 15:23:00.321147,2020-07-19,2936722,6924967
2019-09-29 19:25:00.103172,2019-09-29,9969641,15131146
2019-10-22 12:03:00.090631,2019-10-22,9118368,35821822
2020-03-08 15:16:00.484090,2020-03-08,5334374,18427982
2020-03-24 20:26:00.062238,2020-03-24,0896589,13145490
2020-03-30 16:17:00.839746,2020-03-30,2578943,1518930
2020-04-03 12:53:01.283292,2020-04-03,6791808,9043884
2020-04-08 16:44:00.258812,2020-04-08,9806609,1391010
2020-04-12 21:59:00.649179,2020-04-12,2194622,726347
2020-04-21 14:50:00.390418,2020-04-21,1059493,16760808
2020-05-02 16:50:00.957237,2020-05-02,4704813,17737585
2020-05-09 21:07:01.531907,2020-05-09,9186879,15131146
